,regNo,photoUrl,officeName,address,officeRep,officePhone,dateStart,officeStatus,oSstartDate,oSendDate,officeType,insurance,memo
40,가92220000-957,,대우부동산중개인사무소,서울특별시 중구 다산로33길 52,임기만,02-2253-4149,1989.10.20,3,,,중개인,유,-
41,92200000-2371,,대일공인중개사사무소,서울특별시 중구 청구로 93-4 1층(신당동),송재화,02-2235-7942,2010.07.01,3,,,공인중개사,유,-
42,92440000-06701,,대한공인중개사사무소,서울특별시 중구 퇴계로86길 100,오근수,02-2236-0234,2007.05.04,3,,,공인중개사,유,-
43,공92220000-1613,,대현공인중개사사무소,서울특별시 중구 다산로36길 109 현대아파트 상가동 2층 210호,유양순,02-2234-0066,2007.02.16,3,,,공인중개사,유,-
44,공92220000-338,,대현공인중개사사무소,서울특별시 중구 동호로12길 92 ,김영보,2238-9200,1990.10.05,1,2018.12.04,2019.06.03,,,
45,11140-2015-00016,,대흥공인중개사사무소,서울특별시 중구 왕십리로 401 (신당동),추한상,02-2252-1121,2015.02.12,3,,,공인중개사,유,-
46,공92220000-1329,,덕우부동산공인중개사사무소,"서울특별시 중구 마장로 13 1층 185호(신당동,제일평화시장)",서만석,02-2252-3309,2004.11.03,3,,,공인중개사,유,-
47,공92220000-2193,,독도부동산공인중개사무소,"서울특별시 중구 다산로 32 상가제5동 123호(신당동,남산타운)",권시현,02-2256-0008,2012.10.30,3,,,공인중개사,유,-
48,공92220000-2204,,동남공인중개사사무소,서울특별시 중구 동호로11길 39 1층,윤기민,02-2256-6855,2012.12.10,3,,,공인중개사,유,-
49,92240000-2795,,동대문공인중개사사무소,"서울특별시 중구 마장로 13 신한빌딩, 402-1호",김명수,02-2254-4984,2009.09.04,3,,,공인중개사,유,-
50,공92220000-2061,,동대문부동산컨설팅공인중개사사무소,서울특별시 중구 청계천로 318 동평화 신관 특2호,김명신,-,2011.06.14,3,,,공인중개사,유,-
51,11140-2017-00095,,동명공인중개사사무소,서울특별시 중구 다산로36길 20 1층(신당동),고영숙,02-2252-4222,2017.11.10,3,,,공인중개사,유,-
52,공92220000-854,,동보공인중개사사무소,서울특별시 중구 마장로 13 신한빌딩 407호,권동열,02-2232-5700,2006.11.20,3,,,공인중개사,유,-
53,공92220000-1089,,동아공인중개사사무소,서울특별시 중구 동호로10길 30 약수 하이츠 상가 116호,송재성,02-2235-6900,2002.12.12,3,,,공인중개사,유,-
54,나92220000-434,,동아부동산중개인사무소,서울특별시 중구 다산로 223 5동,최정길,02-2236-7799,1984.05.28,3,,,중개인,유,-
55,11140-2019-00018,,동호공인중개사사무소,서울특별시 중구 동호로5길 2 1층,최동호,02-6014-5461,2019.03.07,3,,,공인중개사,유,-
56,11140-2017-00064,,동호사공인중개사사무소,서울특별시 중구 동호로 196 (신당동),조남사,-,2017.07.27,3,,,공인중개사,유,-
57,11140-2019-00010,,동화공인중개사사무소,서울특별시 중구 다산로36길 69-1 1층(신당동),이선자,02-2254-3993,2019.02.14,3,,,공인중개사,유,-
58,공92220000-1015,,두레RE컨설팅공인중개사사무소,서울특별시 중구 다산로36길 109 상가1층 118호,박노성,02-2267-1600,2002.05.14,3,,,공인중개사,유,-
59,11140-2018-00048,,둥지공인중개사사무소,서울특별시 중구 다산로33길 23 1층 일부(신당동),김동일,-,2018.05.23,3,,,공인중개사,유,-
60,11140-2018-00067,,드림공인중개사사무소,"서울특별시 중구 청계천로 334 1층 가-14호(신당동, 청평화시장)",박용수,-,2018.08.01,3,,,공인중개사,유,-
61,11140-2018-00003,,디오트공인중개사사무소,"서울특별시 중구 다산로 293 지하2층 N-1, N-2(신당동,디오트)",홍선미,-,2018.01.03,3,,,공인중개사,유,-
62,11400-2015-00002,,래미안공인중개사사무소,서울특별시 중구 퇴계로90길 52 1층(신당동 156-19),구홍회,02-2233-9500,2015.01.02,3,,,공인중개사,유,-
63,9250-7596,,래미안드림공인중개사사무소,서울특별시 중구 퇴계로90길 74 105호,김지운,02-2236-6010,2006.06.14,3,,,공인중개사,유,-
64,공92220000-2100,,래미안하나공인중개사사무소,"서울특별시 중구 퇴계로90길 74 203호(신당동, 래미안하이베르 단지내상가)",전인영,02-2252-5900,2011.11.16,3,,,공인중개사,유,-
65,92260000-3171,,래미안하이베르공인중개사사무소,서울특별시 중구 다산로36가길 38-1,박보경,02-2232-8949,2012.03.20,3,,,공인중개사,유,-
66,11140-2017-00099,,로얄공인중개사사무소,서울특별시 중구 다산로 197-1 1층(신당동),나종찬,-,2017.11.23,3,,,공인중개사,유,-
67,가92200000-99,,롯데부동산중개사무소,서울특별시 중구 퇴계로 410-1 1층(신당동),김용식,02-2252-0505,2006.02.08,3,,,중개인,유,-
68,공92220000-2358,,마루공인중개사사무소,서울특별시 중구 퇴계로 454-9 1층(신당동 150-9),최수희,02-2236-8949,2014.10.24,3,,,공인중개사,유,-
69,11200-2015-00120,,마트공인중개사사무소,서울특별시 중구 퇴계로86길 6 1층 일부(신당동),임상섭,02-2233-7872,2015.10.19,3,,,공인중개사,유,-
70,11140-2016-00014,,만나부동산중개사무소,서울특별시 중구 다산로33다길 48 1층(신당동),박문서,02-2231-8500,2016.01.25,3,,,공인중개사,유,-
71,가92220000-90,,만우사부동산중개인사무소,서울특별시 중구 다산로35길 35,구철회,02-2233-2222,1984.06.16,3,,,중개인,유,-
72,공92220000-2092,,맥스공인중개사사무소,"서울특별시 중구 마장로 3 1층 227호(신당동, 맥스타일)",이길순,02-2218-1500,2011.10.14,3,,,공인중개사,유,-
73,공92220000-1767,,명성공인중개사사무소,서울특별시 중구 청구로 64 청구e편한세상 단지내상가 1층1-2호,이예모,02-2234-1900,2008.07.22,3,,,공인중개사,유,-
74,나92220000-420,,명진사부동산중개인사무소,서울특별시 중구 청계천로 318,홍기명,02-2237-8949,1984.05.28,3,,,중개인,유,-
75,11140-2018-00074,,모아공인중개사사무소,서울특별시 중구 다산로 32 남산타운 상가2동 123호(신당동),박주환,02-2238-1114,2018.09.05,3,,,공인중개사,유,-
76,공92220000-1598,,문화공인중개사사무소,서울특별시 중구 다산로28길 31,양정목,02-2233-9091,2007.01.15,3,,,공인중개사,유,-
77,11140-2016-00033,,미래공인중개사사무소,서울특별시 중구 마장로 11 신화빌딩 506-1호,변정서,-,2016.04.04,3,,,공인중개사,유,-
78,92260000-3160,,미래공인중개사사무소,서울특별시 중구 다산로 32 남산타운아파트 제2상가 127호,박횡도,02-2252-0110,2012.02.28,3,,,공인중개사,유,-
79,공92220000-1217,,미래공인중개사사무소,서울특별시 중구 다산로34길 45,김정섭,02-2235-6868,2003.11.07,3,,,공인중개사,유,-
80,공92220000-2158,,믿음양지공인중개사사무소,서울특별시 중구 마장로1길 25 3층 303호,곽노선,-,2012.06.05,3,,,공인중개사,유,-
81,공92220000-1716,,반도공인중개사사무소,서울특별시 중구 청구로3길 48,한은주,02-2238-8949,2008.03.06,3,,,공인중개사,유,-
82,11140-2017-00098,,반도부동산공인중개사사무소,서울특별시 중구 다산로 137 1층2호(신당동),최수현,-,2017.11.22,3,,,공인중개사,유,-
83,공92220000-1011,,버티고개공인중개사사무소,서울특별시 중구 다산로 32 남산타운 5상가 127호,조은희,02-2235-7100,2002.05.06,3,,,공인중개사,유,-
84,11140-2018-00043,,베스트공인중개사사무소,서울특별시 중구 다산로42길 12 1층 일부(신당동),최은숙,-,2018.04.30,3,,,공인중개사,유,-
85,11140-2017-00052,,보금자리공인중개사사무소,서울특별시 중구 다산로35길 27 1층일부(신당동),오용근,-,2017.06.19,3,,,공인중개사,유,-
86,공92220000-1709,,부동산114금탑공인중개사사무소,서울특별시 중구 다산로 32 남산타운제2상가128호,박미영,02-2256-1500,2008.02.21,3,,,공인중개사,유,-
87,11140-2018-00071,,부동산114쌍용공인중개사사무소,서울특별시 중구 동호로10길 17 1층 일부(신당동),전상호,02-2253-3636,2018.08.17,3,,,공인중개사,유,-
88,공92220000-1842,,부동산랜드공인중개사사무소,서울특별시 중구 동호로10길 17 1층,김향숙,02-2233-6226,2009.04.03,3,,,공인중개사,유,-
89,공92220000-2245,,부동산랜드공인중개사사무소,서울특별시 중구 다산로 32 다산로32 남산타운 제5상가122호,박한초,02-2233-6600,2013.07.17,3,,,공인중개사,유,-
90,공92220000-1243,,부동산랜드컨설팅공인중개사사무소,서울특별시 중구 퇴계로 404 1층,성기현,02-2234-8945,2004.02.03,3,,,공인중개사,유,-
91,11140-2016-00010,,부동산마을공인중개사사무소,"서울특별시 중구 다산로 32 상가5동 120호(신당동, 남산타운)",김정은,02-2256-3333,2016.01.20,3,,,공인중개사,유,-
92,11140-2019-00007,,부자공인중개사사무소,서울특별시 중구 퇴계로73길 50 2층 202호,안한진,-,2019.02.07,3,,,공인중개사,유,-
93,공92220000-2011,,부자공인중개사사무소,서울특별시 중구 다산로36길 24,김진홍,02-2238-6300,2010.12.23,3,,,공인중개사,유,-
94,가92220000-756,,삼공사부동산중개인사무소,서울특별시 중구 다산로31길 25,지용결,02-2238-4063,1987.06.25,3,,,중개인,유,-
95,공92220000-1408,,삼성공인중개사사무소,서울특별시 중구 동호로10길 18 지층,하희정,02-2252-4989,2005.07.18,3,,,공인중개사,유,-
96,공92220000-1747,,삼성공인중개사사무소,서울특별시 중구 청구로1길 23 신당동삼성아파트 상가1동 201호,송완근,02-2252-3700,2008.05.23,3,,,공인중개사,유,-
97,11140-2017-00044,,삼성부동산공인중개사사무소,서울특별시 중구 퇴계로90길 26 1층일부,최성기,02-2252-0303,2017.05.10,3,,,공인중개사,유,-
98,공92220000-2311,,삼성부동산공인중개사사무소,서울특별시 중구 청계천로 334 청평화시장 1층 3-1호(신당동 217-91),장수진,02-2237-8334,2014.04.23,3,,,공인중개사,유,-
99,나92220000-437,,삼성부동산중개인사무소,서울특별시 중구 다산로21길 12,이봉호,02-2234-3348,1984.05.28,3,,,중개인,유,-
100,가92220000-933,,삼성사부동산중개인사무소,서울특별시 중구 마장로 13 신한빌딩 403호,김삼수,02-2237-2166,1989.07.20,3,,,중개인,유,-
101,9250-11151,,서울공인중개사사무소,서울특별시 중구 퇴계로 406-1 1층(신당동),김종성,02-2233-5111,2012.08.20,3,,,공인중개사,유,-
102,가92220000-830,,선경부동산중개인사무소,서울특별시 중구 다산로 63 1층,안호성,02-2233-4555,1988.07.18,3,,,중개인,유,-
103,공92220000-2375,,성민공인중개사사무소,서울특별시 중구 다산로28길 40 1층(신당동),윤석철,02-6203-9253,2014.12.23,3,,,공인중개사,유,-
104,공92220000-00909,,성업공인중개사사무소,"서울특별시 중구 마장로1길 22 제9층908호(신당동,올레오상가)",윤병덕,미사용,2001.06.12,3,,,공인중개사,유,-
105,92200000-2099,,성우공인중개사사무소,서울특별시 중구 청계천로 298 신평화시장 C동 2층 3호,정윤실,02-2282-7800,2008.06.26,3,,,공인중개사,유,-
106,공92220000-1942,,세계공인중개사사무소,서울특별시 중구 청구로1길 23 신당동삼성(아)상가1동111호,유인수,02-2233-3100,2010.03.05,3,,,공인중개사,유,-
107,공92220000-1651,,세명공인중개사사무소,서울특별시 중구 다산로28길 12 1층,김귀영,02-2234-4985,2007.06.25,3,,,공인중개사,유,-
108,공92220000-2288,,세명공인중개사사무소,서울특별시 중구 청계천로 298 4층 에이동 26호(신당동),유홍중,-,2014.03.12,3,,,공인중개사,유,-
109,공92220000-2038,,세양공인중개사사무소,서울특별시 중구 동호로 171 1층,김완겸,02-2231-7119,2011.03.17,3,,,공인중개사,유,-
110,11170-2016-00137,,세종공인중개사사무소,서울특별시 중구 다산로 47 1층 (신당동),김향춘,02-2233-4944,2016.09.12,3,,,공인중개사,유,-
111,공92220000-2322,,세종공인중개사사무소,서울특별시 중구 마장로1길 25 3층 304호,김윤수,-,2014.06.11,3,,,공인중개사,유,-
112,공92220000-2320,,소망공인중개사사무소,서울특별시 중구 청계천로 334 청평화시장 1층 가열 28호(신당동),손영미,-,2014.05.27,3,,,공인중개사,유,-
113,11140-2016-00029,,솔하임부동산공인중개사사무소,"서울특별시 중구 퇴계로 448 202호(신당동,신당역솔하임)",현정은,02-2233-0099,2016.03.28,3,,,공인중개사,유,-
114,11140-2018-00064,,시그니처공인중개사사무소,서울특별시 중구 다산로42길 80 310호(신당동),배정환,-,2018.07.20,3,,,공인중개사,유,-
115,11140-2015-00057,,시티공인중개사사무소,서울특별시 중구 다산로36길 79 1층(신당동),강정애,02-2237-8555,2015.07.21,3,,,공인중개사,유,-
116,공92220000-1717,,신당공인중개사사무소,서울특별시 중구 다산로33다길 11,고기정,02-2232-4988,2008.03.06,3,,,공인중개사,유,-
117,11140-2017-00088,,신당마루공인중개사사무소,서울특별시 중구 퇴계로 454-9 1층일부(신당동),신동립,02-2236-0042,2017.10.25,3,,,공인중개사,유,-
118,가92220000-553,,신당사부동산중개인사무소,서울특별시 중구 다산로33다길 42,송광엽,02-2235-9400,1986.03.07,3,,,중개인,유,-
119,11140-2019-00019,,신당역리마크빌공인중개사사무소,서울특별시 중구 퇴계로 404 1층,김기섭,-,2019.03.07,3,,,공인중개사,유,-
120,41171-2015-00029,,신당현대공인중개사사무소,서울특별시 중구 다산로36길 105 (신당동),류인오,02-2234-6900,2015.04.28,3,,,공인중개사,유,-
121,나92220000-502,,신라부동산중개인사무소,서울특별시 중구 청구로 94,서세원,02-2234-3888,1984.05.29,3,,,중개인,유,-
122,나92220000-484,,신성부동산중개인사무소,서울특별시 중구 동호로11길 40 103호1,임호석,02-2235-5467,1984.05.29,3,,,중개인,유,-
123,92200000-2583,,신세계공인중개사사무소,"서울특별시 중구 청계천로 334 제1층 특가열4호(신당동,청평화시장)",송현미,02-2252-0090,2012.04.17,3,,,공인중개사,유,-
124,92260000-1857,,신세계공인중개사사무소,서울특별시 중구 청구로4길 9,주정식,-,2005.02.23,3,,,공인중개사,유,-
125,공92220000-2269,,신용부동산공인중개사사무소,서울특별시 중구 청계천로 318 (동평화상가 가동 1층 52호),유철형,02-2233-6630,2013.12.20,3,,,공인중개사,유,-
126,나92220000-447,,신우사부동산중개인사무소,서울특별시 중구 마장로1길 22 올레오 916호,이수용,02-2232-7144,1984.05.28,3,,,중개인,유,-
127,92200000-1976,,신평화공인중개사사무소,서울특별시 중구 청계천로 298 1층 A 9-1호,배상엽,02-2235-9997,2007.08.03,3,,,공인중개사,유,-
128,92200000-2000,,신한공인중개사사무소,서울특별시 중구 퇴계로86길 19 (신당동),김수언,2253-5700,2008.01.02,3,,,공인중개사,유,-
129,92270000-3448,,신한공인중개사사무소,서울특별시 중구 다산로 32 남산타운(아)5상가 116호,황윤곤,-,2010.12.30,3,,,공인중개사,유,-
130,공92220000-1924,,신한공인중개사사무소,서울특별시 중구 마장로 11 신한빌딩 4층 408호,김성희,02-2254-1116,2010.02.01,3,,,공인중개사,유,-
131,공92220000-2096,,신한공인중개사사무소,서울특별시 중구 청구로 81 (신당동),김기현,02-2256-8500,2011.10.20,3,,,공인중개사,유,-
132,공92220000-2359,,아르브공인중개사사무소,"서울특별시 중구 난계로 151 101호(신당동, 신당아르브)",장미,02-2254-2000,2014.11.03,3,,,공인중개사,유,-
133,11140-2018-00017,,알지공인중개사사무소,서울특별시 중구 퇴계로76길 66 1층 일부(신당동),권순원,02-2233-0048,2018.01.30,3,,,공인중개사,유,-
134,공92220000-1075,http://www.nsdi.go.kr/lxportal/zcms/nsdi/land/klisapiBrokerPhoto.html?sggCd=11140&photoNo=473,약수부동산공인중개사사무소,서울특별시 중구 동호로10길 30 약수 하이츠 상가 101호,김민자,02-2237-0028,2002.11.11,3,,,공인중개사,유,-
135,11140-2018-00005,,약수역부동산공인중개사사무소,서울특별시 중구 다산로 114-1 1층(신당동),이진호,-,2018.01.09,3,,,공인중개사,유,-
136,11140-2017-00076,,약수하나공인중개사사무소,서울특별시 중구 동호로10길 16 1층(신당동),구원식,-,2017.09.08,3,,,공인중개사,유,-
137,공92220000-2302,http://www.nsdi.go.kr/lxportal/zcms/nsdi/land/klisapiBrokerPhoto.html?sggCd=11140&photoNo=3111,양지공인중개사사무소,"서울특별시 중구 마장로1길 25 3층(신당동,수협은행)",박지영,02-2231-1435,2014.04.03,3,,,공인중개사,유,-
138,11140-2017-00046,,에이스공인중개사사무소,서울특별시 중구 동호로10길 13 1층(신당동),조성순,02-2234-8500,2017.05.29,3,,,공인중개사,유,-
139,공92220000-1123,,에이스공인중개사사무소,서울특별시 중구 다산로36길 36,백나연,02-2252-7171,2003.04.02,3,,,공인중개사,유,-
140,11140-2015-00040,,엘지공인중개사사무소,"서울특별시 중구 청계천로 334 제1층 가-34호(신당동,청평화시장)",박진숙,02-2253-6668,2015.05.29,3,,,공인중개사,유,-
141,공92220000-1256,,연세공인중개사사무소,서울특별시 중구 다산로28길 59,윤길자,02-2235-0407,2004.03.24,3,,,공인중개사,유,-
142,11140-2017-00073,,연세부동산공인중개사사무소,"서울특별시 중구 다산로 32 상가4동 103호(신당동,남산타운)",조영자,02-2232-7000,2017.08.28,3,,,공인중개사,유,-
143,11140-2018-00065,,영신공인중개사사무소,서울특별시 중구 퇴계로88길 45 1층(신당동),신승민,02-2238-4528,2018.07.25,3,,,공인중개사,유,-
144,공92220000-2108,,예스공인중개사사무소,서울특별시 중구 청계천로 334 1층 가-20,심지영,02-2256-7645,2011.12.05,3,,,공인중개사,유,-
145,공92220000-1702,,예일공인중개사사무소,서울특별시 중구 청구로 87 1층,홍성예,02-2237-2300,2008.01.18,3,,,공인중개사,유,-
146,공92220000-2188,,오복공인중개사사무소,서울특별시 중구 퇴계로90길 36 (신당동),문정숙,-,2012.10.08,3,,,공인중개사,유,-
147,11140-2018-00054,,온나라공인중개사사무소,서울특별시 중구 다산로33길 2 1층(신당동),최화미,02-2252-8945,2018.06.11,3,,,공인중개사,유,-
148,공92220000-1357,,온누리공인중개사사무소,서울특별시 중구 다산로 32 (다산로301) 남산타운 스포츠센타동 B03호,전남숙,02-2233-3999,2005.03.09,3,,,공인중개사,유,-
149,11140-2016-00043,,우리공인중개사사무소,서울특별시 중구 마장로 11 신한빌딩 507호,강해신,02-2234-2480,2016.05.09,3,,,공인중개사,유,-
150,공92220000-2004,,우리공인중개사사무소,서울특별시 중구 퇴계로 380,김정옥,02-2235-8800,2010.12.06,3,,,공인중개사,유,-
151,11140-2017-00056,,우리부동산공인중개사사무소,서울특별시 중구 마장로1길 28-23 (신당동),김은정,02-2231-3434,2017.07.03,3,,,공인중개사,유,-
152,공92220000-2001,,우주공인중개사사무소,서울특별시 중구 동호로7길 31 1층,김현석,02-2253-0999,2010.12.09,3,,,공인중개사,유,-
153,가92220000-237,,원부동산중개인사무소,서울특별시 중구 다산로 130-1,박희출,02-2253-1231,1984.11.08,3,,,중개인,유,-
154,92270000-2920,,월드공인중개사사무소,서울특별시 중구 다산로28길 18,우기제,02-2231-8940,2009.01.07,3,,,공인중개사,유,-
155,11140-2017-00059,,월드부동산공인중개사사무소,"서울특별시 중구 마장로 11 4층406호(신당동,신한빌딩)",강연진,02-2236-0109,2017.07.06,3,,,공인중개사,유,-
156,92460000-3843,,월드부동산공인중개사사무소,"서울특별시 중구 청계천로 334 1층 가-10호(신당동, 청평화시장)",최미경,02-2233-0051,2012.02.03,3,,,공인중개사,유,-
157,공92220000-2286,http://www.nsdi.go.kr/lxportal/zcms/nsdi/land/klisapiBrokerPhoto.html?sggCd=11140&photoNo=3023,웰빙부동산공인중개사사무소,서울특별시 중구 청구로4길 1 (신당동),금금랑,"2256-4400, 2234-2882, 2234-0091",2014.02.25,3,,,공인중개사,유,-
158,공92220000-2234,,유비쿼터스공인중개사사무소,서울특별시 중구 동호로5길 20,김수지,02-2233-1118,2013.04.16,3,,,공인중개사,유,-
159,92200000-2747,,유성사공인중개사사무소,"서울특별시 중구 청계천로 334 1층 특가-18호(신당동, 청평화시장)",김재호,02-2232-8999,2014.06.12,3,,,공인중개사,유,-
160,11140-2015-00037,,유일공인중개사사무소,서울특별시 중구 다산로42길 27 1층(신당동),최종호,02-2231-0127,2015.05.21,3,,,공인중개사,유,-
161,공92220000-2052,,은혜공인중개사사무소,서울특별시 중구 다산로36길 17 1층,진혜란,02-2234-3434,2011.05.09,3,,,공인중개사,유,-
162,11140-2018-00072,,이화부동산공인중개사사무소,서울특별시 중구 다산로 146 1층 일부(신당동),이형렬,-,2018.08.30,3,,,공인중개사,유,-
163,공92220000-1648,,임형숙공인중개사사무소,서울특별시 중구 다산로 32 남산타운아파트 2상가 125호,임형숙,02-2254-3114,2007.06.15,3,,,공인중개사,유,-
164,11140-2016-00069,,제일공인중개사사무소,서울특별시 중구 다산로 236-1 1층(신당동),양경문,02-2233-0300,2016.07.28,3,,,공인중개사,유,-
165,공92220000-1807,,제일공인중개사사무소,"서울특별시 중구 마장로 11 406-1호(신당동,신한빌딩)",홍태선,02-2256-2300,2008.12.04,3,,,공인중개사,유,-
166,공92220000-1313,,제일부동산공인중개사사무소,서울특별시 중구 청계천로 334 1층(가-8호),남윤권,02-2236-4324,2004.09.10,3,,,공인중개사,유,-
167,공92220000-1815,,조은공인중개사사무소,서울특별시 중구 퇴계로86길 15 1층,나영례,02-2238-6453,2009.01.07,3,,,공인중개사,유,-
